Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
S8390,Movie,The Last Whistle,Rob Smat,"Brad Leland, Jim O'heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen",United States,"October 26, 2019",2019,Pg,88 Min,"Dramas, Sports Movies","After A Star Player Dies During Football Practice, His Coach’s Career And Reputation Are On The Line As He Refuses To Quit His Win-At-All-Costs Style."
S8391,Movie,The Legend Of 420,Peter Spirer,,United States,"December 1, 2017",2017,Tv-Ma,87 Min,Documentaries,"This Documentary Explores The Growing Trend Of Marijuana Decriminalization In The U.S. And The Use Of Cannabis In Medicine, Art, Fine Dining And More."
S8392,Movie,The Legend Of Michael Mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Kayoze Irani, Boman Irani",India,"April 1, 2019",2016,Tv-14,118 Min,"Comedies, Dramas, International Movies","After A Life Of Crime, A Notorious Kidnapper Tries To Change His Ways And Turn Over A New Leaf To Win The Heart Of The Woman He Loves."
S8393,Tv Show,The Liar,,"Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong",,"October 21, 2017",2013,Tv-14,1 Season,"Crime Tv Shows, International Tv Shows, Tv Dramas","At The Care Detective Agency, Investigators See A Lot Of Action But Must Always Keep Their Cases Secret, Even When It Affects Their Personal Lives."
S8394,Movie,The Little Hours,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus","Canada, United States","December 23, 2018",2017,R,89 Min,"Comedies, Independent Movies",Life At A Convent Takes An Unruly Turn When Three Unconventionally Opinionated Nuns Cross Paths With A Tempting New Gardener.
S8395,Movie,The Little Mermaid,"Blake Harris, Chris Bouchard","William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley Maclaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki",United States,"December 1, 2018",2018,Pg,85 Min,"Children & Family Movies, Dramas","In This Take On The Classic Tale, A Captive Circus Mermaid Transforms The Lives Of A Skeptical Journalist And His Wide-Eyed Young Sister."
S8396,Movie,The Little Prince,Mark Osborne,"Jeff Bridges, Mackenzie Foy, Rachel Mcadams, Riley Osborne, Marion Cotillard, Bud Cort, Ricky Gervais, Albert Brooks, James Franco, Benicio Del Toro, Paul Rudd, Paul Giamatti","France, Canada, Italy, United States, China","November 6, 2020",2015,Pg,107 Min,Children & Family Movies,"When An Overscheduled Girl Befriends An Eccentric Aviator, He Regales Her With Tales About The Adventures Of An Unusual Boy Who Lives On An Asteroid."
S8397,Movie,The Lives Of Others,Florian Henckel Von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner",Germany,"March 15, 2019",2006,R,138 Min,"Dramas, International Movies, Thrillers","As A Secret Police Agent Eavesdrops On A Successful Writer In East Germany In 1984, He Becomes Increasingly Fascinated By The Man's Life And Politics."
S8398,Tv Show,The Lizzie Borden Chronicles,,"Christina Ricci, Clea Duvall, Cole Hauser, Dylan Taylor, John Ralston, Bradley Stryker, Olivia Llewellyn, Jeff Wincott, Jessy Schram, Martha Irving, Gabrielle Trudel",United States,"February 1, 2016",2015,Tv-14,1 Season,"Crime Tv Shows, Tv Dramas, Tv Thrillers","Exonerated In The Murder Of Her Father And Stepmother, Lizzie Borden Takes On Crime Lords, Detectives And Other Foes As She Savors Her New Infamy."
S8399,Movie,The Lobster,Yorgos Lanthimos,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, Léa Seydoux, Michael Smiley, Ben Whishaw","Ireland, United Kingdom, Greece, France, Netherlands","December 2, 2018",2015,R,119 Min,"Comedies, International Movies, Romantic Movies","In A Near-Future World, Single People Are Hunted And Forced To Find Mates Within 45 Days, Or Be Turned Into Animals And Banished To The Wilderness."
S8400,Movie,The Lodgers,Brian O'malley,"Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'kane, Roisin Murphy, Anthony Murphy, Brendan O'rourke, Emmett Kelly",Ireland,"August 23, 2018",2017,R,93 Min,"Horror Movies, International Movies","Twin Siblings Live Under A Curse In Their Ancestral Home, But One Of Them Is Tempted To Defy House Rules, Angering The Spirits Keeping Them Hostage."
S8401,Movie,The Long Goodbye: The Kara Tippetts Story,Jay Lyons,,United States,"June 23, 2019",2019,Tv-Pg,87 Min,"Documentaries, Faith & Spirituality","Faced With Terminal Breast Cancer, A Courageous Wife And Mother Turns Her Suffering Into A Resilient Message Of Faith, Love And Compassion."
S8402,Movie,The Longest Yard,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti",United States,"November 20, 2019",1974,R,121 Min,"Classic Movies, Comedies, Sports Movies",Washed-Up Professional Quarterback Paul Crewe Is Sent To Jail And Forced To Put Together An Inmate Gridiron Team To Take On A Group Of Prison Guards.
S8403,Movie,The Longshots,Fred Durst,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin",United States,"January 30, 2019",2008,Pg,95 Min,"Comedies, Dramas, Sports Movies","When An 11-Year-Old Girl Becomes Pop Warner Football's First Female Quarterback, She Raises Eyebrows – Till She Takes Her Team To The Brink Of Glory."
S8404,Movie,The Look Of Silence,Joshua Oppenheimer,,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands","February 26, 2016",2014,Pg-13,103 Min,"Documentaries, International Movies","In A Society Terrorized Into Silence, The Brother Of A 1960s Indonesian Genocide Victim Learns The Identity Of His Murderers And Confronts Them."
S8405,Movie,The Lord Of The Rings: The Return Of The King,Peter Jackson,"Elijah Wood, Ian Mckellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving","New Zealand, United States","January 1, 2020",2003,Pg-13,201 Min,"Action & Adventure, Sci-Fi & Fantasy","Aragorn Is Revealed As The Heir To The Ancient Kings As He, Gandalf And The Other Members Of The Broken Fellowship Struggle To Save Gondor."
S8406,Movie,The Lord Of The Rings: The Two Towers,Peter Jackson,"Elijah Wood, Ian Mckellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom","New Zealand, United States","January 1, 2020",2002,Pg-13,179 Min,"Action & Adventure, Sci-Fi & Fantasy","Frodo And Sam Head To Mordor To Destroy The One Ring Of Power While Gimli, Legolas And Aragorn Search For The Orc-Captured Merry And Pippin."
S8407,Movie,The Love Guru,Marco Schnabel,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins","United Kingdom, Germany, United States","November 20, 2019",2008,Pg-13,87 Min,"Comedies, Sports Movies","Raised On An Ashram In India, A Self-Styled Love Guru Returns To His Native America To Settle A Romantic Rivalry Between Two Pro Hockey Players."
S8408,Movie,The Lovers And The Despot,"Robert Cannan, Ross Adam",,United Kingdom,"February 23, 2017",2016,Tv-14,98 Min,"Documentaries, International Movies",This Firsthand Account Tells Of Two Kidnapped South Korean Movie Professionals Who Became The Unwilling Personal Filmmakers Of Dictator Kim Jong-Il.
S8409,Movie,The Lynx,Stanisław Różewicz,"Jerzy Radziwiłowicz, Franciszek Pieczka, Piotr Bajor, Ryszarda Hanin, Janusz Paluszkiewicz, Henryk Machalica, Hanna Mikuć, Maria Klejdysz",Poland,"October 1, 2019",1982,Tv-14,82 Min,"Dramas, International Movies",A Priest's Duties Are Tested When A Young Guerrilla Asks For Absolution While Confessing His Plans To Murder A Local Man He Believes Is A Traitor.
S8410,Movie,The Mad Monk,Johnny To,"Stephen Chow, Maggie Cheung, Anthony Wong Chau-Sang, Kirk Wong, Ng Man-Tat, Anita Mui",Hong Kong,"August 16, 2018",1993,Tv-14,85 Min,"Comedies, International Movies, Sci-Fi & Fantasy","To Avoid Punishment For His Misdeeds, An Arrogant God Accepts A Mission To Reform Three Mortals On Earth, Where He Must Also Contend With A Demon."
S8411,Movie,The Magic Pill,Robert Tate,"Pete Evans, William Davis, Loren Cordain","United States, Australia, South Africa, United Kingdom","April 24, 2018",2017,Tv-Pg,90 Min,Documentaries,"Doctors, Farmers, Chefs And Others Weigh In On The Controversial Ketogenic Diet And Its Potential To Eradicate Common Illnesses."
S8412,Tv Show,The Making Of Frozen Planet,,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2012,Tv-Pg,1 Season,"British Tv Shows, Docuseries, Science & Nature Tv",Documentary Crew Members Brave Earth's Most Frigid Regions To Capture The Majesty And Mystery Found In The Chillier Side Of The Animal Kingdom.
S8413,Movie,The Man Who Would Be Polka King,"John Mikulak, Joshua Brown","Jan Lewan, Greg Korin",United States,"January 12, 2018",2009,Tv-14,68 Min,"Documentaries, Music & Musicals",This Irreverent Documentary Reveals How Charming Entertainer Jan Lewan Bilked Investors Out Of Millions In A Complicated Investment Scam.
S8414,Movie,The Mask Of Zorro,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico","January 1, 2020",1998,Pg-13,138 Min,"Action & Adventure, Romantic Movies","An Aging Zorro Passes The Torch To A Young Successor, Schooling Him In Discipline And Training Him To Take Up The Sword Against Crooked Officials."
S8415,Movie,The Matrix,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda Mcclory",United States,"November 1, 2019",1999,R,136 Min,"Action & Adventure, Sci-Fi & Fantasy","A Computer Hacker Learns That What Most People Perceive As Reality Is Actually A Simulation Created By Machines, And Joins A Rebellion To Break Free."
S8416,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye",United States,"November 1, 2019",2003,R,138 Min,"Action & Adventure, Sci-Fi & Fantasy","The Crew Must Protect Zion, The Last Outpost Still Under Human Control, After It Is Pinpointed By The Machines Responsible For The Matrix."
S8417,Movie,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye",United States,"November 1, 2019",2003,R,129 Min,"Action & Adventure, Sci-Fi & Fantasy",The Final Installment In The Matrix Trilogy Finds An Unconscious Neo Trapped In A Subway Station In A Zone Between The Matrix And The Machine World.
S8418,Movie,The Mayo Clinic,"Ken Burns, Christopher Loren Ewers, Erik Ewers",Peter Coyote,United States,"April 19, 2019",2018,Tv-14,116 Min,Documentaries,A Look At How A World-Renowned Medical Institution Prioritizes Patients' Needs And Has Adapted To Healthcare's Evolving Demands For Over 150 Years.
S8419,Movie,The Mayor,Park In-Je,"Min-Sik Choi, Do-Won Kwak, Eun-Kyung Shim, So-Ri Moon, Mi-Ran Ra, Hye-Young Ryu, Ki Hong Lee, Sun-Gyu Jin, Joo-Yeon Lee, Byeong-Eun Park",South Korea,"September 30, 2017",2017,Tv-Ma,130 Min,"Dramas, International Movies","With The Presidency In Mind, The Incumbent Mayor Of Seoul Runs For An Unprecedented Third Term – And Will Stop At Nothing To Keep His Secrets Hidden."
S8420,Movie,"The Memphis Belle: A Story Of A
Flying Fortress",William Wyler,,United States,"March 31, 2017",1944,Tv-Pg,40 Min,"Classic Movies, Documentaries",This Documentary Centers On The Crew Of The B-17 Flying Fortress Memphis Belle As It Prepares To Execute A Strategic Bombing Mission Over Germany.
S8421,Movie,The Men Who Stare At Goats,Grant Heslov,"George Clooney, Ewan Mcgregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader","United States, United Kingdom","June 4, 2019",2009,R,94 Min,Comedies,"A Journalist Latches Onto An Unbelievable Story In Iraq When He Meets Lyn, A Man Of Mysterious Origins Who Reveals He Was A ""Warrior Monk."""
S8422,Tv Show,The Messengers,,"Shantel Vansanten, Diogo Morgado, Jd Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'elia, Anna Diop, Craig Frank",United States,"April 17, 2016",2015,Tv-14,1 Season,"Tv Dramas, Tv Mysteries, Tv Sci-Fi & Fantasy",A Group Of Strangers Who Are Killed By A Mysterious Object Soon Come Back To Life And Learn They Have Been Chosen To Prevent The Apocalypse.
S8423,Tv Show,The Mind Of A Chef,,"Anthony Bourdain, David Chang, Sean Brock, April Bloomfield, Edward Lee, Magnus Nilsson, Gabrielle Hamilton, David Kinch, Ludo Lefebvre",United States," November 1, 2017",2016,Tv-Pg,5 Seasons,Docuseries,Producer And Narrator Anthony Bourdain Explores The Creative Processes Of International Celebrity Chefs To Learn What Fuels Their Culinary Artistry.
S8424,Tv Show,The Minimighty Kids,,,France," April 15, 2018",2012,Tv-G,2 Seasons,"Kids' Tv, Tv Comedies","Some Have Big Feet Or A Sniffly Nose, Others Are Clumsy Or Too Sweaty – But These Kids Soon Discover Their Mini Problems Can Become Superpowers."
S8425,Tv Show,The Ministry Of Time,,"Rodolfo Sancho, Aura Garrido, Nacho Fresneda, Cayetana Guillén Cuervo, Juan Gea, Jaime Blanch, Natalia Millan, Julián Villagrán, Hugo Silva, Francesca Piñón, Mar Saura, Ramón Langa, Andrés Gertrúdix, Macarena García",Spain," January 28, 2018",2017,Tv-Ma,3 Seasons,"International Tv Shows, Spanish-Language Tv Shows, Tv Action & Adventure",Three Officers From Different Eras Work For A Secret Agency Guarding Spain's Past From Time-Traveling Intruders Trying To Manipulate History.
S8426,Movie,The Model,Mads Matthiesen,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco Ilsø, Dominic Allburn",Denmark,"December 6, 2016",2016,Tv-Ma,104 Min,"Dramas, Independent Movies, International Movies","Danish Teen Emma Moves To Paris Hoping To Become A Top Model, But Her Dreams Soon Unravel When Her Affair With Photographer Shane Turns Obsessive."
S8427,Movie,The Monster,Bryan Bertino,"Zoe Kazan, Ella Ballentine, Aaron Douglas, Christine Ebadi, Marc Hickox, Scott Speedman, Chris Webb","United States, Canada","January 9, 2019",2016,R,91 Min,"Horror Movies, Independent Movies",A Troubled Mother-Daughter Relationship Faces The Ultimate Test When The Duo’s Broken-Down Car Leaves Them Trapped Within Reach Of A Vicious Creature.
S8428,Movie,The Monster Of Mangatiti,John Banas,"Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding",New Zealand,"December 15, 2015",2015,Tv-Ma,70 Min,Dramas,Real Events Are Dramatized In The Unthinkable Story Of A Resilient Teenager Held Prisoner By A Seasoned Predator On A Remote Farm In The 1980s.
S8429,Tv Show,The Mortified Guide,,,United States,"February 14, 2018",2018,Tv-Ma,1 Season,Docuseries,"Brave People Get Onstage To Read Hilarious And Humiliating Tales Of Gawky Teenage Love, Family Dysfunction And Other Stories From Their Younger Years."
S8430,Tv Show,The Most Beautiful Hands Of Delhi,,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke",Sweden,"July 20, 2017",2017,Tv-Ma,1 Season,"International Tv Shows, Tv Comedies, Tv Dramas","A Stalled Career, Failed Marriage And Receding Hairline Drive A Middle-Aged Swedish Man To Try To Revitalize His Life By Visiting India."
S8431,Movie,The Muppets,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Kermit The Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",United States,"September 1, 2020",2011,Pg,104 Min,"Children & Family Movies, Comedies","When The Muppets Learn That Their Beloved Theater Is Slated For Demolition, The Gang Reunite To Raise The $10 Million They Need To Save It."
S8432,Tv Show,The Murder Detectives,,,United Kingdom,"March 31, 2017",2015,Tv-Ma,1 Season,"British Tv Shows, Crime Tv Shows, Docuseries","This Series Tracks The Ups And Downs Of An 18-Month Investigation Into The 2014 Stabbing Murder Of Teenager Nicholas Robinson In Bristol, England."
S8433,Movie,The Music Of Silence,Michael Radford,"Toby Sebastian, Luisa Ranieri, Jordi Mollà, Antonio Banderas, Ennio Fantastichini, Nadir Caselli, Alessandro Sperduti, Francesco Salvi",Italy,"July 1, 2018",2017,Tv-Pg,115 Min,"Dramas, International Movies, Music & Musicals","Based On The Autobiography By Tenor Andrea Bocelli, This Musical Biopic Chronicles His Life From His Bumpy Childhood To His Meteoric Rise To Fame."
S8434,Movie,The Naked Gun 2 1/2: The Smell Of Fear,David Zucker,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet, Richard Griffiths, Jacqueline Brookes",,"January 1, 2020",1991,Pg-13,85 Min,Comedies,"Bumbling Cop Frank Drebin Is Out To Foil The Big Boys In The Energy Industry, Who Intend To Suppress Technology That Would Put Them Out Of Business."
S8435,Movie,The Naked Gun: From The Files Of Police Squad!,David Zucker,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand",United States,"January 1, 2021",1988,Pg-13,85 Min,"Comedies, Cult Movies",Hapless Cop Frank Drebin Causes More Problems Than He Solves While Trying To Stop A Deadly Plot Involving Queen Elizabeth Ii.
S8436,Movie,The Natural,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan",United States,"January 1, 2020",1984,Pg,138 Min,"Classic Movies, Dramas, Sports Movies",A Gifted Baseball Player Whose Life Has Taken Some Startling Turns Becomes A 35-Year-Old Rookie Who Helps A Cellar-Dwelling Team Get Back In The Game.
S8437,Movie,The Negro Soldier,Stuart Heisler,,United States,"March 31, 2017",1944,Tv-14,40 Min,"Classic Movies, Documentaries",This Documentary Urged African Americans To Enlist And Join In The Effort To Be Part Of America's Continuing Fight In World War Ii.
S8438,Tv Show,The Netflix Afterparty,,"David Spade, London Hughes, Fortune Feimster",United States,"January 2, 2021",2021,Tv-Ma,1 Season,"Stand-Up Comedy & Talk Shows, Tv Comedies","Hosts David Spade, Fortune Feimster And London Hughes Welcome Guests From The Newest And Biggest Netflix Titles For Fun Conversations, Skits And More."
S8439,Movie,The New Romantic,Carly Stone,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia",Canada,"April 15, 2019",2018,Tv-Ma,82 Min,"Comedies, Independent Movies, Romantic Movies","Fed Up With Dating And Debt, A Naïve College Senior Documents Her Experience Of Being With A Wealthy, Older Man For A Gonzo Journalism Grant."
S8440,Tv Show,The Nineties,,,United States,"September 30, 2018",2017,Tv-14,1 Season,Docuseries,This U.S.-Focused Series Dives Into The Cultural And Political Changes That Swept The Last Decade Of The 20th Century. Executive Produced By Tom Hanks.
S8441,Movie,The Nsu-Complex,"Stefan Aust, Dirk Laabs",,Germany,"December 28, 2016",2016,Tv-14,90 Min,"Documentaries, International Movies","For 13 Years, The Underground Neo-Nazi Organization Nsu Eluded German Police While Planting Bombs, Robbing Banks And Killing Immigrants At Random."
S8442,Movie,The Nutcracker And The Four Realms,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",United States,"May 28, 2019",2018,Pg,99 Min,Children & Family Movies,"When Her Late Mother Gifts Her A Key, Clara Embarks On A Dreamlike Journey Full Of Fantasy And Conflict In This Retelling Of The Holiday Classic."
S8443,Tv Show,The Office (U.S.),,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith",United States," January 1, 2016",2012,Tv-14,9 Seasons,Tv Comedies,This Hit Comedy Chronicles The Foibles Of Disgruntled Office Workers – Led By Deluded Boss Michael Scott – At The Dunder Mifflin Paper Company.
S8444,Movie,The One I Love,Charlie Mcdowell,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,"May 30, 2019",2014,R,91 Min,"Comedies, Dramas, Independent Movies","Confronted With The Potential End Of Their Marriage, Ethan And Sophie Take Off For A Weekend Together, Hoping To Negotiate Their Future."
S8445,Movie,The Only Mother To You All,Wenn V. Deramas,"Ai-Ai De Las Alas, Shaina Magdayao, Carlo Aquino, Alwyn Uytingco, Eugene Domingo, Deejay Durano, Serena Dalrymple, Jiro Manio, Yuki Kadooka, Cherry Pie Picache, Gloria Diaz",Philippines,"February 27, 2019",2008,Tv-Pg,106 Min,"Comedies, International Movies","Raising Her Large Family Alone After Her Husband's Death, Ina Searches For Work And Finally Lands The Most Unlikely Job: President Of The Philippines."
S8446,Movie,The Other Guys,Adam Mckay,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea",United States,"February 1, 2020",2010,Pg-13,108 Min,"Action & Adventure, Comedies",New York Cops Allen And Terry Toil In Obscurity As Lowly Desk Jockeys Until A Big Break Finally Gives Them A Chance To Tackle Real Police Work.
S8447,Movie,The Parole Officer,John Duigan,"Steve Coogan, Emma Gilmour, Susan Jane Tanner, Iain Mitchell, James Smith, Om Puri, Steven Waddington, Ben Miller, Lena Headey, Jenny Agutter",United Kingdom,"August 1, 2018",2001,R,94 Min,"Action & Adventure, Comedies","After Witnessing A Murder, Simon Garden Is Framed – And The Only Evidence That Proves His Innocence Is A Videotape Locked Inside A Bank Vault."
S8448,Movie,The Pass,Ben A. Williams,"Russell Tovey, Arinzé Kene, Lisa Mcgrillis, Nico Mirallegro, Rory J. Saper",United Kingdom,"January 1, 2019",2016,Nr,87 Min,"Dramas, Independent Movies, Lgbtq Movies",The Lives And Careers Of Two Professional Soccer Players Are Profoundly Impacted By A Single Moment Of Intimacy That Took Place Between Them.
S8449,Movie,The Peacemaker,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt Mccallany",United States,"January 1, 2020",1997,R,124 Min,Action & Adventure,"After Terrorists Trigger A Nuclear Blast In Russia, A U.S. Special Forces Intelligence Agent And A Nuclear Weapons Expert Come To The Rescue."
S8450,Movie,The Pelican Brief,Alan J. Pakula,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn",United States,"November 1, 2019",1993,Pg-13,141 Min,"Dramas, Thrillers","When Law Student Darby Shaw Theorizes About The Assassinations Of Two Supreme Court Justices, She Is Put In Danger And Turns To A Reporter For Help."
S8451,Movie,The Perfect Day,Jean-Pierre Devillers,,,"September 1, 2018",2018,Tv-14,93 Min,"Documentaries, International Movies, Sports Movies","French Soccer Fans, Celebrities And Athletes Retrace The Exhilarating Events Of July 12, 1998, As France Earned A Historic Win In The World Cup Final."
S8452,Movie,The Perks Of Being A Wallflower,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan Mcdermott, Kate Walsh, Joan Cusack, Melanie Lynskey",United States,"April 1, 2020",2012,Pg-13,103 Min,"Comedies, Dramas",A Shy Freshman Struggling With Depression Deals With His Best Friend's Suicide And His First Love In This Engaging Coming-Of-Age Tale.
S8453,Movie,The Phantom Of The Opera,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor Mcguire, Jennifer Ellison","United Kingdom, United States","June 1, 2019",2004,Pg-13,141 Min,"Dramas, Music & Musicals, Romantic Movies","In 1870, A Disfigured Recluse Roams Beneath A Parisian Opera House And Takes Under His Wing A Young Soprano, With Whom A Love Triangle Develops."
S8454,Movie,The Physician,Philipp Stölzl,"Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M'barek, Fahri Yardim, Makram Khoury, Michael Marcus",Germany,"July 15, 2015",2013,R,155 Min,"Action & Adventure, Dramas, International Movies",A Medical Apprentice In 11th-Century Persia Disguises Himself As A Jew To Study At A School That Does Not Admit Christians.
S8455,Movie,The Pink Panther,Shawn Levy,"Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie","United States, Czech Republic","July 1, 2019",2006,Pg,93 Min,"Children & Family Movies, Comedies",Bumbling Inspector Clouseau Must Solve The Murder Of A World-Famous Soccer Coach And Catch The Thief Who Stole His Priceless Diamond Ring.
S8456,Movie,The Pirate Fairy,Peggy Holmes,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Angela Bartys, Jim Cummings, Carlos Ponce, Mick Wingert, Kevin Michael Richardson, Jeff Bennett, Rob Paulsen, Grey Delisle, Kari Wahlgren, Jane Horrocks, Jesse Mccartney, Anjelica Huston",United States,"June 15, 2014",2014,G,78 Min,Children & Family Movies,"In This Spritely Tale, Tinker Bell And Her Friends Set Out To Find Free-Spirited Fairy Zarina After She Makes Off With Some Precious Blue Pixie Dust."
S8457,Movie,The Pirates Of Somalia,Bryan Buckley,"Evan Peters, Barkhad Abdi, Melanie Griffith, Al Pacino, Philip Ettinger, Sabrina Hassan Abdulle, Kiana Madani, Abdi Sidow Farah, Mohamed Barre, Armaan Haggio","Somalia, Kenya, Sudan, South Africa, United States","March 1, 2018",2017,R,118 Min,Dramas,An Aspiring Journalist Travels To Somalia In Hopes Of Making A Name For Himself By Covering Dangerous Pirates And Hijackers.
S8458,Movie,The Pirates! Band Of Misfits,"Peter Lord, Jeff Newitt","Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed, Russell Tovey, Anton Yelchin, Al Roker, David Schaal, Peter Lord, Ashley Jensen, Kayvan Novak, Mitchell Mullen, Brendan Gleeson, David Schneider","United Kingdom, United States","October 1, 2020",2012,Pg,88 Min,"Children & Family Movies, Comedies","An Egotistical Pirate Captain Strives To Win The Pirate Of The Year Award, But To Snag The Coveted Prize, He'll Have To Outwit His Dreaded Rivals."
